158	211
161	208
161	203
162	212
163	206
164	212
164	205
166	206
166	207
167	206
168	209
168	206
169	214
170	210
170	208
171	206
171	208
172	207
173	198
173	205
175	205
175	206
175	208
176	219
176	216
177	88
177	147
177	208
178	201
178	53
178	209
178	212
179	164
179	202
179	47
179	209
179	63
179	208
179	212
180	208
180	128
180	83
180	219
180	133
181	39
181	175
181	207
181	200
181	211
182	199
182	119
182	156
182	178
182	120
182	200
182	81
183	155
183	156
183	106
183	211
183	202
183	159
183	131
183	58
183	45
183	205
183	158
184	104
184	196
184	127
184	125
184	75
184	167
184	179
184	198
184	168
184	129
184	74
184	67
184	76
185	167
185	200
185	208
185	212
185	122
185	152
185	204
185	136
185	130
185	159
185	102
185	118
185	46
185	169
185	57
185	117
185	92
185	173
186	53
186	56
186	59
186	130
186	80
186	166
186	204
186	122
186	99
186	114
186	46
186	202
186	158
186	119
186	73
186	146
186	67
186	150
186	84
186	76
187	73
187	79
187	127
187	176
187	131
187	111
187	173
187	114
187	105
187	86
187	78
187	108
187	57
187	122
187	136
187	169
187	163
187	126
187	81
187	94
187	183
187	123
187	209
187	120
187	184
187	109
188	74
188	205
188	210
188	209
188	150
188	158
188	151
188	121
188	91
188	102
188	161
188	154
188	69
188	167
188	97
188	180
188	207
188	179
188	58
188	54
188	149
188	110
188	127
188	82
188	139
188	96
188	125
188	106
188	112
188	204
189	88
189	96
189	99
189	89
189	59
189	164
189	78
189	161
189	129
189	112
189	205
189	136
189	202
189	67
189	134
189	142
189	102
189	60
189	115
189	79
189	158
189	64
189	123
189	108
189	103
189	144
189	85
189	53
189	172
190	95
190	71
190	173
190	169
190	196
190	57
190	158
190	210
190	126
190	93
190	69
190	86
190	202
190	131
190	137
190	198
190	153
190	167
190	166
190	175
190	58
190	108
190	85
190	148
190	179
191	60
191	68
191	65
191	67
191	110
191	143
191	96
191	107
191	72
191	112
191	160
191	141
191	57
191	105
191	75
191	120
191	167
191	92
191	114
191	93
191	56
191	73
191	174
191	155
192	89
192	60
192	127
192	159
192	147
192	160
192	95
192	130
192	148
192	114
192	96
192	119
192	150
192	77
192	72
192	67
192	55
192	100
192	176
192	164
192	120
192	142
192	175
193	164
193	89
193	88
193	161
193	78
193	86
193	134
193	205
193	62
193	147
193	100
193	184
193	91
194	131
194	161
194	68
194	94
194	96
194	93
194	92
194	165
194	211
194	59
194	105
194	49
194	54
194	202
194	208
195	84
195	61
195	159
195	117
195	166
195	157
195	206
195	158
195	116
196	133
196	60
196	119
196	62
196	95
196	120
196	98
196	210
197	68
197	118
197	70
197	210
197	63
197	86
197	60
197	59
197	78
197	69
198	59
198	208
198	62
198	70
198	204
198	60
199	167
199	155
199	62
199	54
199	206
199	196
199	58
199	101
199	70
199	154
199	66
199	103
200	209
200	141
200	216
200	56
200	68
201	211
201	200
201	205
201	208
201	80
201	134
202	66
202	87
202	54
203	60
203	201
203	212
203	49
203	53
204	52
204	208
204	203
205	203
205	59
205	58
205	209
205	205
205	206
205	62
206	202
206	203
206	56
207	220
207	58
207	206
207	216
207	49
208	60
208	59
208	203
208	74
208	53
208	62
208	57
208	54
208	210
209	209
209	212
209	56
210	61
210	115
210	125
210	207
210	77
210	56
211	202
211	206
211	55
211	212
211	63
211	204
211	209
212	200
212	210
212	207
212	47
212	126
212	206
213	210
213	121
213	57
214	62
214	57
214	56
214	124
214	50
214	118
215	181
215	130
215	219
215	207
215	114
215	208
215	199
216	199
216	195
216	59
216	119
216	56
216	55
216	130
216	47
216	112
216	62
217	218
217	106
217	121
217	58
217	63
218	55
218	171
218	113
218	206
218	174
218	60
218	209
218	58
218	207
219	137
219	55
219	211
219	208
219	130
219	115
219	160
219	124
219	164
219	183
220	162
220	211
220	128
220	121
220	201
220	112
220	204
220	57
220	67
221	207
221	181
221	169
221	209
221	62
221	211
221	127
221	129
221	122
221	136
221	210
222	124
222	211
222	56
222	114
222	50
222	128
222	64
222	62
222	118
222	159
222	207
222	212
222	174
223	213
223	124
223	119
223	211
223	172
223	63
223	210
223	57
223	123
223	59
224	113
224	58
224	110
224	206
224	169
224	106
224	119
224	127
224	167
224	177
224	136
224	130
224	175
224	183
225	64
225	160
225	111
225	125
225	62
225	118
225	54
225	205
225	210
225	53
225	115
225	110
225	55
225	181
226	169
226	129
226	208
226	57
226	161
226	176
226	159
226	135
226	136
226	123
227	183
227	55
227	122
227	58
227	210
227	208
227	179
227	110
227	115
228	165
228	127
228	213
228	55
228	208
228	51
228	177
228	176
228	130
228	116
228	198
228	122
228	124
228	59
229	117
229	134
229	110
229	67
229	55
229	105
229	174
229	170
229	203
229	212
229	162
229	171
229	163
229	56
230	180
230	173
230	57
230	55
230	58
230	119
230	121
230	62
231	121
231	213
231	169
231	215
231	62
231	131
231	170
231	209
231	164
231	125
231	162
232	56
232	204
232	156
232	212
232	114
232	170
232	116
232	122
232	118
232	213
233	214
233	106
233	177
233	128
233	178
233	216
233	62
233	132
233	60
233	172
233	164
234	130
234	62
234	215
234	114
234	172
234	165
234	123
234	204
234	206
234	55
234	212
234	110
234	174
234	60
235	157
235	63
235	60
235	163
235	209
235	67
235	174
235	112
235	54
235	120
235	208
235	211
235	115
235	62
235	119
235	58
235	206
235	129
235	161
235	105
236	157
236	165
236	58
236	208
236	119
236	170
236	185
236	207
236	181
236	118
236	201
237	182
237	184
237	58
237	56
237	117
237	57
237	213
237	209
237	121
238	63
238	62
238	61
238	127
238	166
238	72
238	209
238	170
238	177
238	173
238	52
238	162
238	157
239	61
239	211
239	210
239	62
239	65
239	169
239	113
239	176
239	115
239	116
239	209
239	118
239	161
240	207
240	105
240	168
240	58
240	59
240	62
240	212
240	171
240	60
240	167
240	111
240	116
240	61
240	204
240	216
240	46
240	219
240	183
240	124
240	109
241	161
241	58
241	173
241	66
241	59
241	207
241	172
241	129
241	163
241	63
241	211
242	110
242	161
242	178
242	117
242	113
242	158
242	51
242	204
242	109
243	212
243	204
243	63
243	117
243	180
243	205
243	206
243	199
243	183
243	109
244	65
244	56
244	109
244	200
244	210
244	215
244	67
244	205
244	213
244	167
244	209
244	59
244	211
245	162
245	219
245	56
245	183
245	169
245	116
246	61
246	170
246	169
246	175
246	156
246	187
246	168
246	199
247	212
247	166
247	159
247	64
247	161
247	201
247	59
247	171
247	66
248	115
248	169
248	59
248	206
248	210
248	162
249	209
249	163
249	57
249	168
250	68
250	65
250	202
250	161
250	169
250	207
251	203
251	208
251	62
251	181
251	213
252	211
252	209
252	167
252	64
252	204
252	216
252	59
252	60
252	55
252	57
252	201
253	64
253	211
253	207
253	67
254	212
254	56
254	62
254	63
254	211
254	205
254	49
254	215
255	59
255	202
255	72
255	64
255	203
255	217
255	67
256	56
256	74
257	208
257	60
257	203
257	62
257	57
