160	184
160	196
165	220
166	202
167	218
167	204
168	176
168	181
169	224
169	176
169	212
170	227
170	209
171	184
171	211
171	181
171	148
172	191
172	237
172	226
172	160
172	185
173	197
173	198
173	178
173	222
173	165
173	193
174	176
174	215
174	165
174	221
174	186
175	175
175	232
175	169
176	239
176	189
176	204
176	229
177	168
177	176
177	226
177	183
177	156
178	226
178	228
178	238
178	242
178	152
178	151
179	236
179	166
179	160
179	173
180	217
180	161
180	160
181	237
181	243
181	156
181	195
182	165
183	251
183	159
184	246
185	166
186	158
187	149
188	155
188	248
189	248
189	150
189	151
190	249
190	147
191	244
191	258
191	137
192	242
192	257
192	140
192	145
193	249
193	258
193	128
193	242
194	142
194	143
195	263
195	256
195	259
195	254
196	251
196	261
196	263
196	247
197	267
197	260
198	263
199	143
199	135
199	266
199	146
201	142
201	145
201	132
202	135
204	136
204	285
205	259
205	262
205	260
206	286
206	133
206	269
206	270
207	287
207	262
208	267
208	273
209	266
209	146
210	139
211	270
211	277
212	137
212	140
212	265
212	280
213	278
215	128
215	268
215	277
216	269
217	275
217	132
218	132
219	239
220	227
221	272
221	128
221	275
222	216
222	292
223	125
223	288
223	282
224	234
224	233
224	279
224	283
226	278
226	211
226	283
226	243
227	224
227	221
227	230
227	292
227	209
228	225
228	221
228	273
228	233
229	278
229	231
229	203
229	221
229	285
229	226
229	211
229	214
230	226
230	232
230	285
230	204
231	227
231	286
231	223
231	214
231	124
231	114
231	212
232	126
232	230
232	280
232	223
232	227
233	232
233	230
233	127
233	231
233	225
233	229
233	219
233	206
233	285
234	235
234	224
235	229
235	217
235	285
235	219
235	207
236	242
236	124
236	119
236	231
236	241
236	237
236	226
236	281
236	223
236	229
237	211
237	221
237	224
237	229
237	213
237	223
237	275
237	276
238	213
238	280
238	222
238	223
238	127
238	229
238	230
238	228
238	224
238	218
239	229
239	209
239	230
239	224
239	228
239	227
239	223
239	212
239	287
239	121
239	282
240	233
240	231
240	222
240	237
240	229
240	230
240	223
240	220
240	286
240	225
240	214
240	238
240	282
240	207
241	233
241	229
241	297
241	231
241	221
241	223
241	220
241	210
241	219
241	224
241	209
242	203
242	219
242	215
242	211
242	222
